Autor_Canonico,Sigla
Mariângela O. G. Setti,WIT
Luiz A. Pellison,WIT
Luiz E. Merkle,WIT
Kaleandra C. Almeida,WIT
Ana Carolina Marcelino,WIT
Antony B. Turra,WIT
Luciana B. Frigo,WIT
Eliane Pozzebon,WIT
Tanara Lauschner,WIT
Rosiane Freitas,WIT
Fabiola G. Nakamura,WIT
Ludymila Lobo,WIT
Karen da Silva Figueiredo,WIT
Jean Carlos Oliveira Santos,WIT
Karina Mochetti,WIT
Luciana Salgado,WIT
Ana Valladares Zerbinato,WIT
Beatriz Lopes Souza,WIT
Mariana Prudêncio,WIT
Ana Paula Chaves,WIT
Cristiano Maciel,WIT
Carlo Rodrigues,WPerformance
Vladimir Rocha,WPerformance
Rafael Lopes,WPerformance
Denis Rosário,WPerformance
Eduardo Cerqueira,WPerformance
Helder Oliveira,WPerformance
Tobias Gehlen,WPerformance
Maykon Renan Pereira da Silva,WPerformance
Flávio Rocha,WPerformance
Denilson Souza Bélo,WPerformance
Liria M. Sato,WPerformance
Edson Midorikawa,WPerformance
Benhur Tessele,WPerformance
Romulo Silva de Oliveira,WPerformance
Cristian Koliver,WPerformance
Évelynn Rosa,WPerformance
Flávio Rocha,WPerformance
Samuel de Oliveira Ribeiro,WPerformance
Glauber Dias Gonçalves,WPerformance
Francisco Airton Silva,WPerformance
Alex B. Vieira,WPerformance
Jussara Almeida,WPerformance
Ronald Souza,WPerformance
Daniel Figueiredo,WPerformance
Wilson Medeiros,WPerformance
Júlio Mendonça,WPerformance
Gabriel Alves,WPerformance
Ermeson Andrade,WPerformance
Lucas Santos,WPerformance
Laécio Rodrigues,WPerformance
Matheus Torquato,WPerformance
Francisco Airton Silva,WPerformance
Laécio Rodrigues,WPerformance
Igor Gonçalves,WPerformance
Iure Fé,WPerformance
Patrícia Endo,WPerformance
Francisco Airton Silva,WPerformance
Hudson Lopes,WPerformance
Ricardo Bruno de Oliveira,WPerformance
Flávio Rocha,WPerformance
Eduardo Ferreira Baroni,WPerformance
Gabriel Medina Braga,WPerformance
Natiele Lucca,WPerformance
Claudio Schepke,WPerformance
Carlos Brito,WPerformance
Laécio Rodrigues,WPerformance
Iure Fé,WPerformance
Guto Leoni,WPerformance
Francisco Airton Silva,WPerformance
Carlo Kleber da Silva Rodrigues,WPerformance
Vladimir Emiliano Moreira Rocha,WPerformance
Edvar Afonso L. Filho,WPerformance
Miguel Elias M. Campista,WPerformance
Emerson R. A. Barea,WPerformance
Cesar A. C. Marcondes,WPerformance
Hermes Senger,WPerformance
Diego F. Pedroso,WPerformance
Paulo F. C. Barbosa,WPerformance
Bruna A. da Silva,WPerformance
David Macedo,WPerformance
Cleber Zanchettin,WPerformance
Renato M. de Moraes,WPerformance
Felipe Assis,WPerformance
Mateus S. Nogueira,WPerformance
Daniel Menasch,WPerformance
João Ismael Pinheiro,WPerformance
Carla Delgado,WPerformance
Vandenberg B. da Paixão,WPerformance
Renato M. de Moraes,WPerformance
Matheus Martins,WPerformance
Miguel A. Bicudo,WPerformance
Daniel Menasch,WPerformance
Leandro P. de Aguiar,WPerformance
Daniel Menasch,WPerformance
Italo Cunha,WPerformance
Cabral Lima,WPerformance
Leandro P. de Aguiar,WPerformance
Brena Santos,WPerformance
Patricia Takako Endo,WPerformance
Francisco Airton Silva,WPerformance
Igor W. A. Falcão,WPerformance
Rafael F. Vieira,WPerformance
Marcos C. R. Seruffo,WPerformance
Diego L. Cardoso,WPerformance
Breno Machado,WPerformance
Alex B. Vieira,WPerformance
Italo Cunha,WPerformance
Artur Ziviani,WPerformance
Felipe V. de Almeida,WPerformance
Liria M. Sato,WPerformance
Edson Midorikawa,WPerformance
Tatiana T. Torres,WPerformance
Rafael G. Damasceno,WPerformance
Daniel Figueiredo,WPerformance
Leonardo Teteo,WPerformance
Pedro Moura,WPerformance
Elton F. de S. Soares,WPerformance
Carlos Alberto V. Campos,WPerformance
William B. Mingardi,WPerformance
Gustavo M. D. Vieira,WPerformance
Paulo Henrique Rocha,WPerformance
Francisco Airton Silva,WPerformance
Brena Santos,WPerformance
Daniel Carvalho,WPerformance
Iure Fé,WPerformance
Francisco Airton Silva,WPerformance
Alex B. Vieira,WPerformance
Edelberto Franco,WPerformance
Frederico O. Sales,WPerformance
Caio Flexa,WPerformance
Walisson Gomes,WPerformance
Sergio Viademonte,WPerformance
Filipe C. Fernandes,WPerformance
Rodrigo M. S. Oliveira,WPerformance
Anderson J. C. Sena,WPerformance
Ramon C. F. Araújo,WPerformance
Fabricio J. B. Brito,WPerformance
Felipe Oliveira,WPerformance
Luan Lins,WPerformance
André Barreto,WPerformance
Jean Araújo,WPerformance
João Barbosa,WPerformance
Isaac Barros,WPerformance
Wendel Serra,WPerformance
Warley Junior,WPerformance
João Carmona,WPerformance
Hugo Kuribayashi,WPerformance
Bruno Demattos Nogueira,WPerformance
Francisco Galuppo Azevedo,WPerformance
Fabricio Murai,WPerformance
Ana Paula Couto da Silva,WPerformance
Daniel R. F. Bonetti,WPerformance
Gesiel Rios Lopes,WPerformance
Alexandre C. B. Delbem,WPerformance
Paulo S. L. Souza,WPerformance
Kalinka Branco,WPerformance
Gonzalo Travieso,WPerformance
Diego Ximenes,WPerformance
Gabriel Mendonça,WPerformance
Gustavo H. A. Santos,WPerformance
Edmundo de Souza e Silva,WPerformance
Rosa M.M. Leão,WPerformance
Daniel Menasch,WPerformance
Victor Olimpio,WPerformance
André Nascimento,WPerformance
Aline Paes,WPerformance
Daniel de Oliveira,WPerformance
Fabricio E. Rodriguez Cesen,WPerformance
Christian Esteve Rothenberg,WPerformance
José de Paula Neves Neto,WPerformance
Daniel Ratton Figueiredo,WPerformance
Jhonatan T. Cabral Néry,WPerformance
Franciny Barreto,WPerformance
Joslaine C. Jeske de Freitas,WPerformance
Bruna A. da Silva,WPerformance
Renato M. de Moraes,WPerformance
Lourenço Alves Pereira Júnior,WPerformance
Regina H. Carlucci Sanatana,WPerformance
Marcos José Santana,WPerformance
Francisco José Monaco,WPerformance
Carlos A. T. Aguni,WPerformance
Daniel Cordeiro,WPerformance
Luiz Claudio Schara Magalhães,WPerformance
Diogo Menezes Ferrazani Mattos,WPerformance
Emanuel Coutinho,WPerformance
Danielo G. Gomes,WPerformance
Mauricio M. Neto,WPerformance
Leonardo Moreira,WPerformance
José Neuman de Souza,WPerformance
Caroline Maul de A. Lima,WPerformance
Eduardo A. da Silva,WPerformance
Pedro B. Velloso,WPerformance
Jasiel G. Bahia,WPerformance
Miguel Elias M. Campista,WPerformance
Lauri P. Laux Jr,WPerformance
Roberto A. Hexsel,WPerformance
Gustavo S. Carnivali,WPerformance
Alex B. Vieira,WPerformance
Paulo A. A. Esquef,WPerformance
Artur Ziviani,WPerformance
Juan Sebastian Mejia Vallejo,WPerformance
Daniel Lazkani Feferman,WPerformance
Christian Esteve Rothenberg,WPerformance
Roseli da R. Barbosa,WPerformance
Paulo A. L. Rego,WPerformance
Michel S. Bonfim,WPerformance
Arthur de C. Callado,WPerformance
Vinicius S. Conceição,WPerformance
Nestor D. O. Volpini,WPerformance
Dorgival Guedes,WPerformance
João Vitor B. Tavares,WPerformance
Giulio Iacobelli,WPerformance
Daniel Figueiredo,WPerformance
Nestor D. O. Volpini,WPerformance
Vinicius S. Conceição,WPerformance
Raphael L. Pontes,WPerformance
Dorgival Guedes,WPerformance
Douglas Siqueira,WPerformance
Paulo H. Rocha,WPerformance
Tomaz Bisneto,WPerformance
Paulo A. L. Rego,WPerformance
Francisco A. Silva,WPerformance
Rafael Zerbini Alves da Mata,WPerformance
Carlo Kleber da Silva Rodrigues,WPerformance
Daniel Menasch,WPerformance
Italo Cunha,WPerformance
Cabral Lima,WPerformance
Leandro P. de Aguiar,WPerformance
Francisco Galuppo Azevedo,WPerformance
Bruno Demattos Nogueira,WPerformance
Fabricio Murai,WPerformance
Ana Paula Couto da Silva,WPerformance
Eduardo H. Teixeira,WPerformance
Mateus Manuel,WPerformance
Renan Costa,WPerformance
Vinicius F. dos Santos,WPerformance
Edson L. Padoin,WPerformance
Philippe O. A. Navaux,WPerformance
Vinicius Garcia Pinto,WPerformance
Lucas Mello Schnorr,WPerformance
Arnaud Legrand,WPerformance
Samuel Thibault,WPerformance
Luka Stanisic,WPerformance
Vincent Danjean,WPerformance
Gabriel B. Moro,WPerformance
Lucas Mello Schnorr,WPerformance
Pablo José Pavan,WPerformance
Matheus da Silva Serpa,WPerformance
Víctor Martínez,WPerformance
Edson L. Padoin,WPerformance
Jairo Panetta,WPerformance
Philippe O. A. Navaux,WPerformance
Nicolas Silveira Kagami,WPerformance
Luciano Paschoal Gaspary,WPerformance
Joari S. L. Filho,WPerformance
Manuel G. da S. Neto,WPerformance
Paulo A. L. Rego,WPerformance
Danielo G. Gomes,WPerformance
Daniel de M. C. Christiani,WPerformance
Antônio Augusto de A. Rocha,WPerformance
Carlos A. V. Campos,WPerformance
Ricardo K. Lorenzoni,WPerformance
Matheus S. Serpa,WPerformance
Edson L. Padoin,WPerformance
Jairo Panetta,WPerformance
Philippe O. A. Navaux,WPerformance
Djalma A. Lima Filho,WPerformance
José A. Suruagy Monteiro,WPerformance
Michelle Cacais,WPerformance
Danielo G. Gomes,WPerformance
Paulo Armando C. Aguilar,WPerformance
Rossana M. C. Andrade,WPerformance
Igor Barreto Rodrigues,WPerformance
Daniel de Oliveira,WPerformance
Bruno Rogério S. dos Santos,WPerformance
Leonardo Rocha,WPerformance
Joaquim C. Júnior,WPerformance
Renan da S. Alves,WPerformance
Gabriel F. C. de Queiroz,WPerformance
Rodrigo de S. Couto,WPerformance
Alexandre Sztajnberg,WPerformance
Paulo J. S. Júnior,WPerformance
André C. Drummond,WPerformance
Raul G. M. de Freitas,WPerformance
Daniel Menasch,WPerformance
Carla Delgado,WPerformance
Artur Ziviani,WPerformance
Mariza Ferro,WPerformance
André Yokoyama,WPerformance
Vinicius Klõh,WPerformance
Gabrieli Silva,WPerformance
Rodrigo Gandra,WPerformance
Ricardo Bragança,WPerformance
Andre Bulcão,WPerformance
Bruno Schulze,WPerformance
Wellington Lobato Junior,WPerformance
Denis Rosário,WPerformance
Leandro A. Villas,WPerformance
Eduardo Cerqueira,WPerformance
Pedro Freitas,WPerformance
Victor Cardoso,WPerformance
Giulio Iacobelli,WPerformance
Daniel Figueiredo,WPerformance
Augusto Souza,WPerformance
Islene Garcia,WPerformance
Cristiano Politowski,WPerformance
Gabriel Freytag,WPerformance
Vinícius Maran,WPerformance
Lisandra Fontoura,WPerformance
Rodrigo da Rosa Righi,WPerformance
Mateus Aubin,WPerformance
Cristiano A. da Costa,WPerformance
Guilherme Galante,WPerformance
Marco Antônio Simões Teixeira,WPerformance
Alexandre Veloso de Matos,WPerformance
Mário Ezequiel Augusto,WPerformance
Andrei B. B. Torres,WPerformance
José Neuman de Souza,WPerformance
Saulo Ricci,WPerformance
Alex Borges,WPerformance
Helder Luiz,WPerformance
Daniel Menasch,WPerformance
Eduardo Ferreira,WPerformance
Carlos Gomes,WPerformance
Eduardo Tavares,WPerformance
Rodolfo R. Gomes,WPerformance
Cristina K. Dominicini,WPerformance
Moisés R. N. Ribeiro,WPerformance
Magnos Martinello,WPerformance
Mauricio M. Neto,WPerformance
Leonardo Moreira,WPerformance
Danielo G. Gomes,WPerformance
Caroline Aparecida de Paula Silva,CTIC
Cândida Nunes da Silva,CTIC
Orlando Lee,CTIC
Joselito Mota Júnior,CTIC
Ivan Machado,CTIC
Luisa Frickes,CTIC
Simone Dantas,CTIC
Atílio G. Luiz,CTIC
Matheus Henrique Junqueira Saldanha,CTIC
Adriano Kamimura Suzuki,CTIC
Luiz Felipe Chaves,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Welton Augusto Rodrigues Santos,CTIC
Osvaldo Fonseca ,CTIC
Elverton Fazzion,CTIC
Larissa F. S. Britto,CTIC
Luciano D. S. Pacífico,CTIC
Teresa B. Ludermir,CTIC
Júlio César Resende,CTIC
Igor Moraes,CTIC
Leonardo Rocha,CTIC
Cleiton M. Marques,CTIC
Cristina Meinhardt,CTIC
Paulo F. Butzen,CTIC
Henrique José dos S. Ferreira Júnior ,CTIC
Daniel Ratton Figueiredo,CTIC
Eduardo Lima,SBCUP
Nagib Matni,SBCUP
Jean Moraes,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Rafael Pasquini,SBCUP
Rodrigo S. Miani,SBCUP
Paulo R. Coelho,SBCUP
Augusto V. Neto,SBCUP
Nicolás Hidalgo,SBCUP
Martín Gutiérrez,SBCUP
Erika Rosas,SBCUP
Javier Baliosian,SBCUP
Eduardo Grampín,SBCUP
Luis F. A. Román,SBCUP
Paulo R. L. Gondim,SBCUP
Ana P. G. Lopes,SBCUP
Valdenir Severino,SBCUP
Danilo Vasconcelos,SBCUP
Rossana Andrade,SBCUP
João Luiz Grave Gross,SBCUP
Cláudio Fernando Fernando Resin Geyer,SBCUP
Geam Pfeiff,SBCUP
Felipe Araújo,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Maurício Silva,SBCUP
Ricardo Oliveira,SBCUP
Andre Aquino,SBCUP
Carlos Storck,SBCUP
Efrem Lousada,SBCUP
Guilherme Silva,SBCUP
Fátima Duarte-Figueiredo,SBCUP
Raquel Mini,SBCUP
Gilmar Moraes,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Helder Oliveira,SBCUP
Alexandre Costa,SBCUP
Flávia Delicato,SBCUP
Jose Souza,SBCUP
Fernando Oliveira,SBCUP
Mateus Delatorre,SBCUP
Heberth Reinstein,SBCUP
Raissa Souza,SBCUP
Leonardo Santos,SBCUP
Mateus Silva,SBCUP
Fabrício A. Silva,SBCUP
Thais Silva,SBCUP
Lucas Ribeiro,SBCUP
Windson Viana,SBCUP
Marcelo Trindade Rebonatto,SBCUP
Cássio Eckstein,SBCUP
Cintia Sonale Rebonatto,SBCUP
Evilasio Costa Junior,SBCUP
Rafael Gomes,SBCUP
Leonardo Rocha,SBCUP
Rossana Andrade,SBCUP
Tibério Rezende,SBCUP
Victor D'Ávila,SBCUP
Karine Costa,SBCUP
Antônio Alberti,SBCUP
Rhayane S. Monteiro,SBCUP
Mário W. L. Moreira,SBCUP
Glácio S. Araújo,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Victor Hugo C. de Albuquerque,SBCUP
Alexandre Pereira do Carmo,SBCUP
Felippe Mendonça de Queiroz,SBCUP
Clebeson Canuto dos Santos,SBCUP
Leonardo de Assis Silva,SBCUP
Raquel Frizera Vassallo,SBCUP
Pedro Vinicius dos Santos Custodio,SBCUP
Felippe Mendonça de Queiroz,SBCUP
Douglas Almonfrey,SBCUP
Wagner Augusto Aranda Cotta,SBCUP
Alexandre Pereira do Carmo,SBCUP
Raquel Frizera Vassallo,SBCUP
Eduardo H. Teixeira,SBCUP
Samuel B. Mafra,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Werner A. A. N. da Silveira,SBCUP
Vitor A.C. Figueiredo,SBCUP
Samuel B. Mafra,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Luiz Carlos Silva de Araújo Filho,SBCUP
Carlos Maurício Seródio Figueiredo,SBCUP
Guilherme Andrade,CTIC
Leonardo Rocha,CTIC
Christian Reis Fagundes Gomes,CTIC
Leonardo Chaves Dutra da Rocha,CTIC
Felipe Augusto Resende Viegas,CTIC
Washington Luiz Miranda da Cunha,CTIC
Luciana Trento Raineri,CTIC
Rafael Silva Del Lama,CTIC
Raquel Mariana Candido,CTIC
Ariadne Costa,CTIC
Renato Tinos,CTIC
Matheus Henrique Junqueira Saldanha,CTIC
Paulo Sérgio Lopes de Souza,CTIC
Tiago Trotta,CTIC
Diego Carvalho,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Matheus Macedo Leonardo,CTIC
Fabio Augusto Faria,CTIC
Israel Vasconcelos,CTIC
Andre Aquino,CTIC
Wallace Manzano,CTIC
Valdemar Neto,CTIC
Elisa Yumi Nakagawa,CTIC
Lucas Rigo Yoshimura,CTIC
Maycon Sambinelli,CTIC
Cândida Nunes da Silva,CTIC
Orlando Lee,CTIC
Aluizio Rocha,SBCUP
Arthur Souza,SBCUP
Dannylo Johnathan,SBCUP
Rafael Queiroz,SBCUP
Mário Melo,SBCUP
Nabson Silva,SBCUP
Juan Colonna,SBCUP
Marco Cristo,SBCUP
João Tavares,SBCUP
Bruno Mota,SBCUP
Jorge Barbosa,SBCUP
Adenauer C. Yamin,SBCUP
Rodrigo Real,SBCUP
Jorge Aranda,SBCUP
Lucas Dias,SBCUP
Juliano Carvalho,SBCUP
Adenauer C. Yamin,SBCUP
Mauricio Tavares,SBCUP
Jorge Barbosa,SBCUP
Rodrigo Bavaresco,SBCUP
Jorge Barbosa,SBCUP
Wilson Neto,SBCUP
Carlos Figueiredo,SBCUP
Wilson Neto,SBCUP
Lahis Almeida,SBCUP
Carlos Figueiredo,SBCUP
Francisco da Ponte,SBCUP
Gabriel Galdino,SBCUP
Alexandre Rocha,SBCUP
Denis Rosário,SBCUP
Joaquim Celestino Jr,SBCUP
Rafael Gomes,SBCUP
Jorge Barbosa,SBCUP
Efrem Lousada,SBCUP
Carlos Storck,SBCUP
Raquel Mini,SBCUP
Fátima Duarte-Figueiredo,SBCUP
Gilson Helfer,SBCUP
Bruno Martini,SBCUP
Ronaldo Santos,SBCUP
Adilson Costa,SBCUP
Jorge Barbosa,SBCUP
Eliseu Germano,SBCUP
Bruno Silvestre,SBCUP
Sergio Carvalho,SBCUP
Renato Mota,SBCUP
André Riker,SBCUP
Denis Rosário,SBCUP
Hyuri Maciel,SBCUP
Andre Aquino,SBCUP
Arthur Melo,SBCUP
Hugo Souza,SBCUP
Andre Aquino,SBCUP
Alice Menezes,SBCUP
Carlos Figueiredo,SBCUP
Givanildo Júnior,SBCUP
Cristopher Freitas,SBCUP
Osvaldo A. Rosso,SBCUP
Andre Aquino,SBCUP
Luis Silva,SBCUP
Valderi Leithardt,SBCUP
Wemerson Parreira,SBCUP
Cláudio Geyer,SBCUP
Halysson Júnior,SBCUP
Artur Veloso,SBCUP
José Sobral,SBCUP
Ricardo Rabêlo,SBCUP
Joel Rodrigues,SBCUP
Antônio Rodrigues,SBCUP
Augusto B. Corrêa,CTIC
André G. Pereira,CTIC
Marcus Ritt,CTIC
Bernardo Augusto Godinho de Oliveira,CTIC
Flávia M. F. Ferreira,CTIC
Carlos Augusto Martins,CTIC
Ygor Rebouças Serpa,CTIC
Maria Andréia Formico Rodrigues,CTIC
Christian Gomes,CTIC
Leonardo Rocha,CTIC
Diego Carvalho,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Guilherme Andrade,CTIC
Leonardo Rocha,CTIC
Luiz R. F. Sekijima,CTIC
Tiago P. C. de Andrade,CTIC
Nelson L. S. da Fonseca,CTIC
Felipe Lisboa,CTIC
Keiko V. O. Fonseca,CTIC
Juliana de Santi,CTIC
Francisco Lucas F. Pereira,CTIC
Fernando Dione S. Lima,CTIC
Lucas G. M. Leite,CTIC
João P. P. Gomes,CTIC
Charles M. P. Almeida,SBCUP
Andre L. L. Aquino,SBCUP
Lindemberg Nascimento,SBCUP
Renato Alves,SBCUP
Daniel Victor Saraiva,SBCUP
Reinaldo B. Braga,SBCUP
Carina Oliveira,SBCUP
Marcos Carrero,SBCUP
Katriny Zamproni,SBCUP
Martin A. Musicante,SBCUP
Aldri Santos,SBCUP
Carmem Hara,SBCUP
Cristopher Freitas,SBCUP
Heitor S. Ramos,SBCUP
Raquel S. Cabral,SBCUP
Osvaldo A. Rosso,SBCUP
Andre L. L. Aquino,SBCUP
Tiago C. de S. Xavier,SBCUP
Claudio L. Amorim,SBCUP
Flavia C. Delicato,SBCUP
Uélison Jean L. Santos,SBCUP
Rodrigo da Rosa Righi,SBCUP
Cristiano A. da Costa,SBCUP
Diórgenes Y. L. da Rosa,SBCUP
Roger Machado,SBCUP
Ricardo Almeida,SBCUP
Adenauer C. Yamin,SBCUP
Ana Marilza Pernas,SBCUP
César Perdigão Batista,SBCUP
Pedro Victor Silva,SBCUP
Thais Batista,SBCUP
Everton Cavalcante,SBCUP
Renato Dilli,SBCUP
Amanda Argou,SBCUP
Ana M. Pernas,SBCUP
Renata Reiser,SBCUP
Adenauer C. Yamin,SBCUP
Roger Machado,SBCUP
Ricardo Almeida,SBCUP
João Ladislau Lopes,SBCUP
Ana Marilza Pernas,SBCUP
Adenauer C. Yamin,SBCUP
Anderson P. N. Silva,SBCUP
João C. Xavier-Júnior,SBCUP
Tales P. Nogueira,SBCUP
Marcio E. F. Maia,SBCUP
Rossana M. C. Andrade,SBCUP
Eduardo Abreu,SBCUP
Gerson Cavalheiro,SBCUP
Ana M. Pernas,SBCUP
Adenauer C. Yamin,SBCUP
João Lopes,SBCUP
Cláudio Geyer,SBCUP
Thiago Roberto Lima Lopes,SBCUP
Rodrigo da Rosa Righi,SBCUP
Lucas Pfeiffer Salomão Dias,SBCUP
Cristiano A. da Costa,SBCUP
Pedro H. Barros,SBCUP
Eliana Almeida,SBCUP
Andre L. L. Aquino,SBCUP
Michelle Cacais,SBCUP
Leonardo Moreira,SBCUP
Weslley L. Caldas,SBCUP
Danielo G. Gomes,SBCUP
David Coelho dos Santos,SBCUP
João Carlos Xavier Júnior,SBCUP
Willian Almeida Rodrigues,SBCUP
Cecília Costa,SBCUP
Vitor Cortez,SBCUP
Ricardo Andrade,SBCUP
Fernando Trinta,SBCUP
Windson Viana,SBCUP
Victoria P. S. Aires,CTIC
Fabiola G. Nakamura,CTIC
Rebecca Salles,CTIC
Patricia Mattos,CTIC
Eduardo Bezerra,CTIC
Leonardo Lima,CTIC
Eduardo Ogasawara,CTIC
Lucas Pascotti Valem,CTIC
Daniel Carlos Guimarães Pedronette,CTIC
Arthur Souza,CTIC
Italo Cunha,CTIC
Leonardo B. Oliveira,CTIC
Thais G. Almeida,CTIC
Fabiola G. Nakamura,CTIC
Eduardo F. Nakamura,CTIC
Elder Rodrigues Jr.,CTIC
Ricardo Terra,CTIC
Luiz Cancellier,CTIC
Ismael Seidel,CTIC
José Luís A. Güntzel,CTIC
Waldomiro J. G. Seabra,CTIC
Juan Colonna,CTIC
Eduardo F. Nakamura,CTIC
Bernardo Stearns,CTIC
Fabio Rangel,CTIC
Fabrício Firmino,CTIC
Fabio Rangel,CTIC
Jonice Oliveira,CTIC
Waldomiro J. G. Seabra,SBCUP
Juan Colonna,SBCUP
Eduardo F. Nakamura,SBCUP
Adenauer Correa Yamin,SBCUP
Lisane B. Brisolara,SBCUP
Lucas M. S. Xavier,SBCUP
Adenauer C. Yamin,SBCUP
Ana M. Pernas,SBCUP
Gerson G. H. Cavalheiro,SBCUP
Douglas Scheunemann,SBCUP
Adenauer C. Yamin,SBCUP
Renata Reiser,SBCUP
João Lopes,SBCUP
Cláudio Geyer,SBCUP
Allan F. F. Amaral,SBCUP
Matheus O. Jagi,SBCUP
José Gonçalves Pereira Filho,SBCUP
Silvana Rossetto,SBCUP
João L. R. Moreira,SBCUP
César D. Silva,SBCUP
Karin Komati,SBCUP
Daniel R. Trindade,SBCUP
Antonio Rafael Braga,SBCUP
Felipe Anderson O. Maciel,SBCUP
Rodrigo L. A. Almeida,SBCUP
Paulo A. C. Aguilar,SBCUP
Danielo G. Gomes,SBCUP
Rossana M. C. Andrade,SBCUP
Emmanuel C. A. de Melo,SBCUP
Marcio E. F. Maia,SBCUP
Paulo A. L. Rego,SBCUP
Francisco H. C. S. Filho,SBCUP
Rossana M. C. Andrade,SBCUP
Douglas L. L. Moura,SBCUP
Raquel S. Cabral,SBCUP
Thiago B. M. Sales,SBCUP
Andre L. L. Aquino,SBCUP
Jorge Pereira,SBCUP
Thais Batista,SBCUP
Flavia C. Delicato,SBCUP
Paulo F. Pires,SBCUP
Samuel Francisco Ferrigo,SBCUP
Cristiano A. da Costa,SBCUP
Rodrigo da Rosa Righi,SBCUP
Ivan Zyrianoff,SBCUP
Fabrizio Borelli,SBCUP
Alexandre Heideker,SBCUP
Gabriela Biondi,SBCUP
Carlos Kamienski,SBCUP
Alex Vidigal Bastos,SBCUP
Cristiano M. Silva,SBCUP
Diógenes Cecílio da Silva Júnior,SBCUP
Felipe Morine Magami,SBCUP
José J. Pérez-Álcazar,SBCUP
Fábio Nakano,SBCUP
Andre L. M. Silva,SBCUP
João S. de Oliveira Neto,SBCUP
Sergio T. Kofuji,SBCUP
Renato Dilli,SBCUP
Huberto Filho,SBCUP
Maurício de Azevedo,SBCUP
Gerson Cavalheiro,SBCUP
Ana Marilza Pernas,SBCUP
Adenauer C. Yamin,SBCUP
Alexsander V. Canez,SBCUP
Gisele M. Simas,SBCUP
Henrique de S. Conceição,SBCUP
Igor P. Maurell,SBCUP
Jônatas D. Fraga,SBCUP
Mariana P. Fernandes,SBCUP
Marlon R. C. Franco,SBCUP
Matheus C. Corrêa,SBCUP
Regina Barwaldt,SBCUP
Ricardo N. Rodrigues,SBCUP
Andrei B. B. Torres,SBCUP
José Adriano Filho,SBCUP
Rubens Sonsol Gondim,SBCUP
José Neuman de Souza,SBCUP
Hélio Carlos Brauner Filho,SBCUP
Claudio Fernando Resin Geyer,SBCUP
Tiago Royer,CTIC
Jerusa Marchi,CTIC
Ramon Vieira,CTIC
Alan Neves,CTIC
Fernando Mourão,CTIC
Leonardo Rocha,CTIC
Matheus Costa Stutzel,CTIC
Alexandre Sztajnberg,CTIC
Victória Aires,CTIC
Rosiane Freitas,CTIC
Nicole C. Davila,CTIC
Adriana N. dos Reis,CTIC
Paulo V. M. Cardoso,CTIC
Flavio F. Franzin,CTIC
Sergio L. S. Mergen,CTIC
Leonardo Perdomo,CTIC
Mozart Lemos de Siqueira,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Fernando Mourão,CTIC
Sávyo Toledo,CTIC
Danilo Melo,CTIC
Guilherme Andrade,CTIC
Fernando Mourão,CTIC
Leonardo Rocha,CTIC
Sávyo Toledo,CTIC
Danilo Melo,CTIC
Guilherme Andrade,CTIC
Fernando Mourão,CTIC
Leonardo Rocha,CTIC
Eduardo Gomes,SBCUP
Natália Melgaço Pereira Torres,SBCUP
Izabela Mocaiber,SBCUP
Danilo Artigas,SBCUP
Alessandro Arpetti,SBCUP
Thales T. Almeida,SBCUP
Lucas Brangança,SBCUP
Rafael Antônio,SBCUP
Francisco Lima,SBCUP
Marcos A. M. Vieira,SBCUP
Jose G. R. Júnior,SBCUP
Luiz F. M. Vieira,SBCUP
José A. M. Nacif,SBCUP
Alexandra da Silva Pereira,SBCUP
Thais R. M. B. Silva,SBCUP
Fabrício A. Silva,SBCUP
Antonio A. F. Loureiro,SBCUP
Alberto Vianna Dias da Silva,SBCUP
Vaninha Vieira,SBCUP
Charles T. B. Garrocho,SBCUP
Maurício J. da Silva,SBCUP
Ricardo A. R. Oliveira,SBCUP
Elidiane P. dos Santos,SBCUP
Flávia S. Nascimento,SBCUP
Vaninha Vieira,SBCUP
Carlos Alvaro M. S. Quintella,SBCUP
Carlos Alberto V. Campos,SBCUP
Leila C. V. Andrade,SBCUP
Pedro E. Santos,SBCUP
Ilo A. S. Rivero,SBCUP
Raquel A. F. Mini,SBCUP
Thiago Montenegro Uchôa,SBCUP
Heitor S. Ramos,SBCUP
Stênio Flávio de Lacerda Fernandes,SBCUP
Roger Machado,SBCUP
Ricardo Almeida,SBCUP
Diórgenes da Rosa,SBCUP
João Lopes,SBCUP
Ana M. Pernas,SBCUP
Adenauer C. Yamin,SBCUP
João Paulo Cardoso de Lima,SBCUP
Leandro Buss Becker,SBCUP
Frank Siqueira,SBCUP
Analucia Schaffino Morales,SBCUP
Gustavo Medeiros de Araújo,SBCUP
