Autor_Canonico,Sigla
Miguel A. Bicudo,WPerformance
Daniel Menasch,WPerformance
Leandro P. de Aguiar,WPerformance
Daniel Menasch,WPerformance
Italo Cunha,WPerformance
Cabral Lima,WPerformance
Leandro P. de Aguiar,WPerformance
Brena Santos,WPerformance
Patricia Takako Endo,WPerformance
Francisco Airton Silva,WPerformance
Igor W. A. Falcão,WPerformance
Rafael F. Vieira,WPerformance
Marcos C. R. Seruffo,WPerformance
Diego L. Cardoso,WPerformance
Breno Machado,WPerformance
Alex B. Vieira,WPerformance
Italo Cunha,WPerformance
Artur Ziviani,WPerformance
Felipe V. de Almeida,WPerformance
Liria M. Sato,WPerformance
Edson Midorikawa,WPerformance
Tatiana T. Torres,WPerformance
Rafael G. Damasceno,WPerformance
Daniel Figueiredo,WPerformance
Leonardo Teteo,WPerformance
Pedro Moura,WPerformance
Elton F. de S. Soares,WPerformance
Carlos Alberto V. Campos,WPerformance
William B. Mingardi,WPerformance
Gustavo M. D. Vieira,WPerformance
Paulo Henrique Rocha,WPerformance
Francisco Airton Silva,WPerformance
Brena Santos,WPerformance
Daniel Carvalho,WPerformance
Iure Fé,WPerformance
Francisco Airton Silva,WPerformance
Alex B. Vieira,WPerformance
Edelberto Franco,WPerformance
Frederico O. Sales,WPerformance
Caio Flexa,WPerformance
Walisson Gomes,WPerformance
Sergio Viademonte,WPerformance
Filipe C. Fernandes,WPerformance
Rodrigo M. S. Oliveira,WPerformance
Anderson J. C. Sena,WPerformance
Ramon C. F. Araújo,WPerformance
Fabricio J. B. Brito,WPerformance
Felipe Oliveira,WPerformance
Luan Lins,WPerformance
André Barreto,WPerformance
Jean Araujo,WPerformance
João Barbosa,WPerformance
Isaac Barros,WPerformance
Wendel Serra,WPerformance
Warley Junior,WPerformance
João Carmona,WPerformance
Hugo Kuribayashi,WPerformance
Daniella Martins Vasconcellos,CTIC
Guilherme Tomaselli Borchardt,CTIC
Laís Pisetta Van Vossen,CTIC
Maria Teresa Silva Santos,CTIC
Eric Carvalho da Silveira,CTIC
Carlos Daniel Schmitt Bunn,CTIC
Isabela Gasparini,CTIC
Djenifer R. Pereira,CTIC
Fernando M. Kiotheka,CTIC
Elias P. Duarte Jr.,CTIC
Pablo Cecilio,CTIC
Felipe Viegas,CTIC
Juliana Rosa,CTIC
Leonardo Rocha,CTIC
Rafael Lopes,CTIC
Helder M. N. S. Oliveira,CTIC
Rosiane Freitas,CTIC
Yan Andrade,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Lucas de Sousa Rosa,CTIC
Danilo Carastan-Santos,CTIC
Alfredo Goldman,CTIC
Denis Trystram,CTIC
Luiz Paulo Carvalho,SBCUP
Silas Lima Filho,SBCUP
Michele A. Brandão,SBCUP
Jonice Oliveira,SBCUP
Flávia Maria Santoro,SBCUP
Mônica Ferreira da Silva,SBCUP
Wilson A. de Oliveira Neto,SBCUP
Carlos Maurício S. Figueiredo,SBCUP
Raul B. Paradeda,SBCUP
Anderson Abner Souza,SBCUP
Mayra C. de Oliveira,SBCUP
Fábia de M. Pereira,SBCUP
Vanessa G. de Moura,SBCUP
Marcos A. G. B. Brito,SBCUP
Breno R. dos Santos,SBCUP
Mayra C. de Oliveira,SBCUP
Deborah M. V. Magalhães,SBCUP
João Batista Firmino Júnior,SBCUP
Janderson Ferreira Dutra,SBCUP
Francisco Dantas Nobre,SBCUP
Alex Santos,SBCUP
Geraldo P. Rocha Filho,SBCUP
Rodolfo Ipolito Meneguette,SBCUP
Roger Immich,SBCUP
Gabriel V. da Fonseca Miranda,SBCUP
Vinícius Gabriel de J. Almeida,SBCUP
Thais R. M. B. Silva,SBCUP
Fabrício A. Silva,SBCUP
Victor A. Vieira,SBCUP
Rodrigo J. Paiva,SBCUP
Rone I. Silva,SBCUP
Victor Ratuchenei,SBCUP
Alexandra Zimpeck,SBCUP
João Lopes,SBCUP
Renata Reiser,SBCUP
Fernanda Mota,SBCUP
Adenauer Yamin,SBCUP
Tarso Avila,SBCUP
Lucas Ferreira,SBCUP
Ádamo Araújo,SBCUP
Gizele Gadotti,SBCUP
Adenauer Yamin,SBCUP
Lucas Ferreira,SBCUP
Juliano Londero,SBCUP
Fernanda Mota,SBCUP
João Lopes,SBCUP
Renata Reiser,SBCUP
Victoria Souto,SBCUP
Adenauer Yamin,SBCUP
Rebeca C. Motta,SBCUP
Thais Batista,SBCUP
Flávia C. Delicato,SBCUP
Gabriel T. Coimbra,SBCUP
Victor Hugo R. Santos,SBCUP
Pedro A. Maia,SBCUP
Letícia O. Silva,SBCUP
Rayanne P. Souza,SBCUP
Fabrício A. Silva,SBCUP
Thais R. M. B. Silva,SBCUP
Guilherme A. de Araújo,SBCUP
Sandy F. C. Bezerra,SBCUP
Sandy F. da Costa Bezerra,SBCUP
Jorge F. Ramos Bezerra,SBCUP
Eduardo G. Gomes,CTIC
Andre L. L. Aquino,CTIC
Lucas Caldeira de Oliveira,CTIC
Marcelo Teixeira,CTIC
Dalcimar Casanova,CTIC
Pablo Cecilio,CTIC
Antônio Pereira,CTIC
Leonardo Rocha,CTIC
Felipe Viegas,CTIC
Antônio Pereira,CTIC
Leonardo Rocha,CTIC
Felipe Viegas,CTIC
Rafael Lopes,CTIC
Denis Rosário,CTIC
Eduardo Cerqueira,CTIC
Helder Oliveira,CTIC
Heitor Werneck,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Frederico Messa,CTIC
André G. Pereira,CTIC
Gustavo Martins,CTIC
Rosiane Freitas,CTIC
Bruno Gadelha,CTIC
Hannah O. Plath,CTIC
Maria Estela O. Paiva,CTIC
Danielle L. Pinto,CTIC
Paula D. P. Costa,CTIC
Gustavo F. Camilo,CTIC
Miguel Elias M. Campista,CTIC
Luis Henrique M. K. Costa,CTIC
Otto Carlos M. B. Duarte,CTIC
Christiana Couto,SBCUP
Gabriela Moutinho de Souza Dias,SBCUP
Ronaldo Moreira Salles,SBCUP
Gustavo Claudio Karl Couto,SBCUP
Renato Dilli,SBCUP
Patrick Fernandes,SBCUP
Eduardo Monks,SBCUP
Renata Reiser,SBCUP
Adenauer Yamin,SBCUP
Leonardo J. A. S. Figueiredo,SBCUP
Germano B. dos Santos,SBCUP
Raissa P. P. M. Souza,SBCUP
Fabrício A. Silva,SBCUP
Thais R. M. B. Silva,SBCUP
Antonio A. F. Loureiro,SBCUP
Lucas B. Oliveira,SBCUP
Alan Veloso,SBCUP
Denis Rosário,SBCUP
Antônio Abelém,SBCUP
João Marcos A. M. Ramos,SBCUP
Vinícius G. J. Almeida,SBCUP
Henrique S. Santana,SBCUP
Thais R. M. B. Silva,SBCUP
Fabrício A. Silva,SBCUP
Vinícius H. Izabel,SBCUP
Matheus D. de Oliveira,SBCUP
Mateus S. Menines,SBCUP
Raquel F. Vassallo,SBCUP
Leonardo A. Silva,SBCUP
Alexandre P. do Carmo,SBCUP
Bruna M. O. S. Cordeiro,SBCUP
Roberto Rodrigues Filho,SBCUP
Fábio M. Costa,SBCUP
Rogério Albandes,SBCUP
Alexandre Souza,SBCUP
Rodrigo Lambrecht,SBCUP
Franklin Barcellos,SBCUP
Adenauer Yamin,SBCUP
Cleber S. Peter,SBCUP
Lucas Penning,SBCUP
Alexandra Zimpeck,SBCUP
Felipe Marques,SBCUP
Adenauer Yamin,SBCUP
Igor H. D. Fontes,SBCUP
Arthur M. A. Melo,SBCUP
Andre L. L. Aquino,SBCUP
Hugo Santos,SBCUP
Paulo Eugênio,SBCUP
Leonardo Marques,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Nogueira,SBCUP
Augusto Neto,SBCUP
Eduardo Cerqueira,SBCUP
Felipe Araújo,SBCUP
Stefany Pinheiro,SBCUP
Iago Medeiros,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Ubiratan Bezerra,SBCUP
Maria Tostes,SBCUP
Andréia Antloga,SBCUP
Joseane O. V. Paiva,SBCUP
Rainara M. Carvalho,SBCUP
Rossana M. C. Andrade,SBCUP
Leandro Camargo,SBCUP
Ana Marilza Pernas,SBCUP
Adenauer Yamin,SBCUP
Felipe Haertel,SBCUP
Thalia S. Santana,SBCUP
Renato F. Bulcão-Neto,SBCUP
Lucas Santos,SBCUP
Brena Santos,SBCUP
Francisco Airton Silva,SBCUP
Wanderson Modesto,SBCUP
Augusto Venâncio Neto,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Francisco A. Rocha,SBCUP
Eduardo E. Mosca,SBCUP
Gabriel G. Silva,SBCUP
Rafael Gomes,SBCUP
Alexandra S. Pereira,SBCUP
Thais R. M. B. Silva,SBCUP
Fabrício A. Silva,SBCUP
Luiz H. A. Correia,SBCUP
Antonio A. F. Loureiro,SBCUP
Emiliano S. Monteiro,SBCUP
Maria Eloisa Mignoni,SBCUP
Rodrigo R. Righi,SBCUP
Cristiano A. da Costa,SBCUP
Rafael Kunst,SBCUP
Antônio Alberti,SBCUP
Mateus Schmitz da Silveira,SBCUP
Rodolfo Stoffel Antunes,SBCUP
Cristiano A. da Costa,SBCUP
Leonardo Alves de Melo,SBCUP
Luis Fernando Gomez Gonzalez,SBCUP
Juliana Freitag Borin,SBCUP
José C. F. M. Júnior,SBCUP
David C. P. da Cunha,SBCUP
Carlos A. G. Ferraz,SBCUP
Wendel Serra,SBCUP
Warley Junior,SBCUP
Isaac Barros,SBCUP
Hugo Kuribayashi,SBCUP
João Carmona,SBCUP
Sayonara S. Araújo,SBCUP
Flávio R. C. Souza,SBCUP
Nídia G. S. Campos,SBCUP
Robertson Lima,SBCUP
Fernando Matos,SBCUP
Israel L. C. Vasconcelos,SBCUP
Andre L. L. Aquino,SBCUP
Marcelo O. Souza,SBCUP
Raquel S. Cabral,SBCUP
Andre L. L. Aquino,SBCUP
Luis A. Z. Pozenato,SBCUP
Rodrigo R. Righi,SBCUP
Cesar D. P. Crovato,SBCUP
Cristiano A. da Costa,SBCUP
Vinícius F. Rodrigues,SBCUP
Leonardo Júnio A. dos Santos Figueiredo,SBCUP
Fabrício A. Silva,SBCUP
Thais R. M. B. Silva,SBCUP
Caroline Aparecida de Paula Silva,CTIC
Cândida N. da Silva,CTIC
Orlando Lee,CTIC
Joselito Mota Júnior,CTIC
Ivan Machado,CTIC
Luisa Frickes,CTIC
Simone Dantas,CTIC
Atílio G. Luiz,CTIC
Matheus Henrique Junqueira Saldanha,CTIC
Adriano Kamimura Suzuki,CTIC
Luiz Felipe Chaves,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Welton Augusto Rodrigues Santos,CTIC
Osvaldo Fonseca ,CTIC
Elverton Fazzion,CTIC
Larissa F. S. Britto,CTIC
Luciano D. S. Pacífico,CTIC
Teresa B. Ludermir,CTIC
Júlio César Resende,CTIC
Igor Moraes,CTIC
Leonardo Rocha,CTIC
Cleiton M. Marques,CTIC
Cristina Meinhardt,CTIC
Paulo F. Butzen,CTIC
Henrique José dos S. Ferreira Júnior ,CTIC
Daniel Ratton Figueiredo,CTIC
Eduardo Lima,SBCUP
Nagib Matni,SBCUP
Jean Moraes,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Rafael Pasquini,SBCUP
Rodrigo S. Miani,SBCUP
Paulo R. Coelho,SBCUP
Augusto Neto,SBCUP
Nicolás Hidalgo,SBCUP
Martín Gutiérrez,SBCUP
Erika Rosas,SBCUP
Javier Baliosian,SBCUP
Eduardo Grampín,SBCUP
Luis F. A. Román,SBCUP
Paulo R. L. Gondim,SBCUP
Ana P. G. Lopes,SBCUP
Valdenir Severino,SBCUP
Danilo Vasconcelos,SBCUP
Rossana Andrade,SBCUP
João Luiz Grave Gross,SBCUP
Cláudio Fernando Fernando Resin Geyer,SBCUP
Geam Pfeiff,SBCUP
Felipe Araújo,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Maurício Silva,SBCUP
Ricardo Oliveira,SBCUP
Andre Aquino,SBCUP
Carlos Storck,SBCUP
Efrem Lousada,SBCUP
Guilherme Silva,SBCUP
Fátima Duarte-Figueiredo,SBCUP
Raquel Mini,SBCUP
Gilmar Moraes,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Helder Oliveira,SBCUP
Alexandre Costa,SBCUP
Flávia C. Delicato,SBCUP
Jose Souza,SBCUP
Fernando Oliveira,SBCUP
Mateus Delatorre,SBCUP
Heberth Reinstein,SBCUP
Raissa Souza,SBCUP
Leonardo Santos,SBCUP
Mateus Silva,SBCUP
Fabrício A. Silva,SBCUP
Thais Silva,SBCUP
Lucas Ribeiro,SBCUP
Windson Viana,SBCUP
Marcelo Trindade Rebonatto,SBCUP
Cássio Eckstein,SBCUP
Cintia Sonale Rebonatto,SBCUP
Evilasio Costa Junior,SBCUP
Rafael Gomes,SBCUP
Leonardo Rocha,SBCUP
Rossana Andrade,SBCUP
Tibério Rezende,SBCUP
Victor D'Ávila,SBCUP
Karine Costa,SBCUP
Antônio Alberti,SBCUP
Rhayane S. Monteiro,SBCUP
Mário W. L. Moreira,SBCUP
Glácio S. Araújo,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Victor Hugo C. de Albuquerque,SBCUP
Alexandre Pereira do Carmo,SBCUP
Felippe Mendonça de Queiroz,SBCUP
Clebeson Canuto dos Santos,SBCUP
Leonardo de Assis Silva,SBCUP
Raquel Frizera Vassallo,SBCUP
Pedro Vinicius dos Santos Custodio,SBCUP
Felippe Mendonça de Queiroz,SBCUP
Douglas Almonfrey,SBCUP
Wagner Augusto Aranda Cotta,SBCUP
Alexandre Pereira do Carmo,SBCUP
Raquel Frizera Vassallo,SBCUP
Eduardo H. Teixeira,SBCUP
Samuel B. Mafra,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Werner A. A. N. da Silveira,SBCUP
Vitor A.C. Figueiredo,SBCUP
Samuel B. Mafra,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Luiz Carlos Silva de Araújo Filho,SBCUP
Carlos Maurício S. Figueiredo,SBCUP
Gulherme Andrade,CTIC
Leonardo Rocha,CTIC
Christian Reis Fagundes Gomes,CTIC
Leonardo Chaves Dutra da Rocha,CTIC
Felipe Augusto Resende Viegas,CTIC
Washington Luiz Miranda da Cunha,CTIC
Luciana Trento Raineri,CTIC
Rafael Silva Del Lama,CTIC
Raquel Mariana Candido,CTIC
Ariadne Costa,CTIC
Renato Tinos,CTIC
Matheus Henrique Junqueira Saldanha,CTIC
Paulo Sérgio Lopes de Souza,CTIC
Tiago Trotta,CTIC
Diego Carvalho,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Matheus Macedo Leonardo,CTIC
Fabio Augusto Faria,CTIC
Israel L. C. Vasconcelos,CTIC
Andre Aquino,CTIC
Wallace Manzano,CTIC
Valdemar Neto,CTIC
Elisa Yumi Nakagawa,CTIC
Lucas Rigo Yoshimura,CTIC
Maycon Sambinelli,CTIC
Cândida N. da Silva,CTIC
Orlando Lee,CTIC
Aluizio Rocha,SBCUP
Arthur Souza,SBCUP
Dannylo Johnathan,SBCUP
Rafael Queiroz,SBCUP
Mário Melo,SBCUP
Nabson Silva,SBCUP
Juan Colonna,SBCUP
Marco Cristo,SBCUP
João Tavares,SBCUP
Bruno Mota,SBCUP
Jorge Barbosa,SBCUP
Adenauer Yamin,SBCUP
Rodrigo Real,SBCUP
Jorge Aranda,SBCUP
Lucas Dias,SBCUP
Juliano Carvalho,SBCUP
Adenauer Yamin,SBCUP
Mauricio Tavares,SBCUP
Jorge Barbosa,SBCUP
Rodrigo Bavaresco,SBCUP
Jorge Barbosa,SBCUP
Wilson Neto,SBCUP
Carlos Figueiredo,SBCUP
Wilson Neto,SBCUP
Lahis Almeida,SBCUP
Carlos Figueiredo,SBCUP
Francisco da Ponte,SBCUP
Gabriel Galdino,SBCUP
Alexandre Rocha,SBCUP
Denis Rosário,SBCUP
Joaquim Celestino Jr,SBCUP
Rafael Gomes,SBCUP
Jorge Barbosa,SBCUP
Efrem Lousada,SBCUP
Carlos Storck,SBCUP
Raquel Mini,SBCUP
Fátima Duarte-Figueiredo,SBCUP
Gilson Helfer,SBCUP
Bruno Martini,SBCUP
Reginaldo Santos,SBCUP
Adilson Costa,SBCUP
Jorge Barbosa,SBCUP
Eliseu Germano,SBCUP
Bruno Silvestre,SBCUP
Sergio Carvalho,SBCUP
Renato Mota,SBCUP
André Riker,SBCUP
Denis Rosário,SBCUP
Hyuri Maciel,SBCUP
Andre Aquino,SBCUP
Arthur Melo,SBCUP
Hugo Souza,SBCUP
Andre Aquino,SBCUP
Alice Menezes,SBCUP
Carlos Figueiredo,SBCUP
Givanildo Júnior,SBCUP
Cristopher Freitas,SBCUP
Osvaldo Rosso,SBCUP
Andre Aquino,SBCUP
Luis Silva,SBCUP
Valderi Leithardt,SBCUP
Wemerson Parreira,SBCUP
Cláudio Geyer,SBCUP
Halysson Júnior,SBCUP
Artur Veloso,SBCUP
José Sobral,SBCUP
Ricardo Rabêlo,SBCUP
Joel Rodrigues,SBCUP
Antônio Rodrigues,SBCUP
