Autor_Canonico,Sigla
Sayonara S. Araújo,SBCUP
Flávio R. C. Souza,SBCUP
Nídia G. S. Campos,SBCUP
Robertson Lima,SBCUP
Fernando Matos,SBCUP
Israel L. C. Vasconcelos,SBCUP
Andre L. L. Aquino,SBCUP
Marcelo O. Souza,SBCUP
Raquel S. Cabral,SBCUP
Andre L. L. Aquino,SBCUP
Luis A. Z. Pozenato,SBCUP
Rodrigo R. Righi,SBCUP
Cesar D. P. Crovato,SBCUP
Cristiano A. da Costa,SBCUP
Vinícius F. Rodrigues,SBCUP
Leonardo Júnio A. dos Santos Figueiredo,SBCUP
Fabrício A. Silva,SBCUP
Thais R. M. B. Silva,SBCUP
Caroline Aparecida de Paula Silva,CTIC
Cândida Nunes da Silva,CTIC
Orlando Lee,CTIC
Joselito Mota Júnior,CTIC
Ivan Machado,CTIC
Luisa Frickes,CTIC
Simone Dantas,CTIC
Atílio G. Luiz,CTIC
Matheus Henrique Junqueira Saldanha,CTIC
Adriano Kamimura Suzuki,CTIC
Luiz Felipe Chaves,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Welton Augusto Rodrigues Santos,CTIC
Osvaldo Fonseca ,CTIC
Elverton Fazzion,CTIC
Larissa F. S. Britto,CTIC
Luciano D. S. Pacífico,CTIC
Teresa B. Ludermir,CTIC
Júlio César Resende,CTIC
Igor Moraes,CTIC
Leonardo Rocha,CTIC
Cleiton M. Marques,CTIC
Cristina Meinhardt,CTIC
Paulo F. Butzen,CTIC
Henrique José dos S. Ferreira Júnior ,CTIC
Daniel Ratton Figueiredo,CTIC
Eduardo Lima,SBCUP
Nagib Matni,SBCUP
Jean Moraes,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Rafael Pasquini,SBCUP
Rodrigo S. Miani,SBCUP
Paulo R. Coelho,SBCUP
Augusto Neto,SBCUP
Nicolás Hidalgo,SBCUP
Martín Gutiérrez,SBCUP
Erika Rosas,SBCUP
Javier Baliosian,SBCUP
Eduardo Grampín,SBCUP
Luis F. A. Román,SBCUP
Paulo R. L. Gondim,SBCUP
Ana P. G. Lopes,SBCUP
Valdenir Severino,SBCUP
Danilo Vasconcelos,SBCUP
Rossana Andrade,SBCUP
João Luiz Grave Gross,SBCUP
Cláudio Fernando Fernando Resin Geyer,SBCUP
Geam Pfeiff,SBCUP
Felipe Araújo,SBCUP
Helder Oliveira,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Maurício Silva,SBCUP
Ricardo Oliveira,SBCUP
Andre Aquino,SBCUP
Carlos Storck,SBCUP
Efrem Lousada,SBCUP
Guilherme Silva,SBCUP
Fátima Duarte-Figueiredo,SBCUP
Raquel Mini,SBCUP
Gilmar Moraes,SBCUP
Denis Rosário,SBCUP
Eduardo Cerqueira,SBCUP
Helder Oliveira,SBCUP
Alexandre Costa,SBCUP
Flávia Delicato,SBCUP
Jose Souza,SBCUP
Fernando Oliveira,SBCUP
Mateus Delatorre,SBCUP
Heberth Reinstein,SBCUP
Raissa Souza,SBCUP
Leonardo Santos,SBCUP
Mateus Silva,SBCUP
Fabrício A. Silva,SBCUP
Thais Silva,SBCUP
Lucas Ribeiro,SBCUP
Windson Viana,SBCUP
Marcelo Trindade Rebonatto,SBCUP
Cássio Eckstein,SBCUP
Cintia Sonale Rebonatto,SBCUP
Evilasio Costa Junior,SBCUP
Rafael Gomes,SBCUP
Leonardo Rocha,SBCUP
Rossana Andrade,SBCUP
Tibério Rezende,SBCUP
Victor D'Ávila,SBCUP
Karine Costa,SBCUP
Antônio Alberti,SBCUP
Rhayane S. Monteiro,SBCUP
Mário W. L. Moreira,SBCUP
Glácio S. Araújo,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Victor Hugo C. de Albuquerque,SBCUP
Alexandre Pereira do Carmo,SBCUP
Felippe Mendonça de Queiroz,SBCUP
Clebeson Canuto dos Santos,SBCUP
Leonardo de Assis Silva,SBCUP
Raquel Frizera Vassallo,SBCUP
Pedro Vinicius dos Santos Custodio,SBCUP
Felippe Mendonça de Queiroz,SBCUP
Douglas Almonfrey,SBCUP
Wagner Augusto Aranda Cotta,SBCUP
Alexandre Pereira do Carmo,SBCUP
Raquel Frizera Vassallo,SBCUP
Eduardo H. Teixeira,SBCUP
Samuel B. Mafra,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Werner A. A. N. da Silveira,SBCUP
Vitor A.C. Figueiredo,SBCUP
Samuel B. Mafra,SBCUP
Joel J. P. C. Rodrigues,SBCUP
Luiz Carlos Silva de Araújo Filho,SBCUP
Carlos Maurício Seródio Figueiredo,SBCUP
Guilherme Andrade,CTIC
Leonardo Rocha,CTIC
Christian Reis Fagundes Gomes,CTIC
Leonardo Chaves Dutra da Rocha,CTIC
Felipe Augusto Resende Viegas,CTIC
Washington Luiz Miranda da Cunha,CTIC
Luciana Trento Raineri,CTIC
Rafael Silva Del Lama,CTIC
Raquel Mariana Candido,CTIC
Ariadne Costa,CTIC
Renato Tinos,CTIC
Matheus Henrique Junqueira Saldanha,CTIC
Paulo Sérgio Lopes de Souza,CTIC
Tiago Trotta,CTIC
Diego Carvalho,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Matheus Macedo Leonardo,CTIC
Fabio Augusto Faria,CTIC
Israel L. C. Vasconcelos,CTIC
Andre Aquino,CTIC
Wallace Manzano,CTIC
Valdemar Neto,CTIC
Elisa Yumi Nakagawa,CTIC
Lucas Rigo Yoshimura,CTIC
Maycon Sambinelli,CTIC
Cândida Nunes da Silva,CTIC
Orlando Lee,CTIC
Aluizio Rocha,SBCUP
Arthur Souza,SBCUP
Dannylo Johnathan,SBCUP
Rafael Queiroz,SBCUP
Mário Melo,SBCUP
Nabson Silva,SBCUP
Juan Colonna,SBCUP
Marco Cristo,SBCUP
João Tavares,SBCUP
Bruno Mota,SBCUP
Jorge Barbosa,SBCUP
Adenauer C. Yamin,SBCUP
Rodrigo Real,SBCUP
Jorge Aranda,SBCUP
Lucas Dias,SBCUP
Juliano Carvalho,SBCUP
Adenauer C. Yamin,SBCUP
Mauricio Tavares,SBCUP
Jorge Barbosa,SBCUP
Rodrigo Bavaresco,SBCUP
Jorge Barbosa,SBCUP
Wilson Neto,SBCUP
Carlos Figueiredo,SBCUP
Wilson Neto,SBCUP
Lahis Almeida,SBCUP
Carlos Figueiredo,SBCUP
Francisco da Ponte,SBCUP
Gabriel Galdino,SBCUP
Alexandre Rocha,SBCUP
Denis Rosário,SBCUP
Joaquim Celestino Jr,SBCUP
Rafael Gomes,SBCUP
Jorge Barbosa,SBCUP
Efrem Lousada,SBCUP
Carlos Storck,SBCUP
Raquel Mini,SBCUP
Fátima Duarte-Figueiredo,SBCUP
Gilson Helfer,SBCUP
Bruno Martini,SBCUP
Reginaldo Santos,SBCUP
Adilson Costa,SBCUP
Jorge Barbosa,SBCUP
Eliseu Germano,SBCUP
Bruno Silvestre,SBCUP
Sergio Carvalho,SBCUP
Renato Mota,SBCUP
André Riker,SBCUP
Denis Rosário,SBCUP
Hyuri Maciel,SBCUP
Andre Aquino,SBCUP
Arthur Melo,SBCUP
Hugo Souza,SBCUP
Andre Aquino,SBCUP
Alice Menezes,SBCUP
Carlos Figueiredo,SBCUP
Givanildo Júnior,SBCUP
Cristopher Freitas,SBCUP
Osvaldo A. Rosso,SBCUP
Andre Aquino,SBCUP
Lucas Silva,SBCUP
Valderi Leithardt,SBCUP
Wemerson Parreira,SBCUP
Cláudio Geyer,SBCUP
Halysson Júnior,SBCUP
Artur Veloso,SBCUP
José Sobral,SBCUP
Ricardo Rabêlo,SBCUP
Joel Rodrigues,SBCUP
Antônio Rodrigues,SBCUP
Augusto B. Corrêa,CTIC
André G. Pereira,CTIC
Marcus Ritt,CTIC
Bernardo Augusto Godinho de Oliveira,CTIC
Flávia M. F. Ferreira,CTIC
Carlos Augusto Martins,CTIC
Ygor Rebouças Serpa,CTIC
Maria Andréia Formico Rodrigues,CTIC
Christian Gomes,CTIC
Leonardo Rocha,CTIC
Diego Carvalho,CTIC
Nícollas Silva,CTIC
Leonardo Rocha,CTIC
Guilherme Andrade,CTIC
Leonardo Rocha,CTIC
Luiz R. F. Sekijima,CTIC
Tiago P. C. de Andrade,CTIC
Nelson L. S. da Fonseca,CTIC
Felipe Lisboa,CTIC
Keiko V. O. Fonseca,CTIC
Juliana de Santi,CTIC
Francisco Lucas F. Pereira,CTIC
Fernando Dione S. Lima,CTIC
Lucas G. M. Leite,CTIC
João P. P. Gomes,CTIC
Charles M. P. Almeida,SBCUP
Andre L. L. Aquino,SBCUP
Lindemberg Nascimento,SBCUP
Renato Alves,SBCUP
Daniel Victor Saraiva,SBCUP
Reinaldo B. Braga,SBCUP
Carina Oliveira,SBCUP
Marcos Carrero,SBCUP
Katriny Zamproni,SBCUP
Martin A. Musicante,SBCUP
Aldri Santos,SBCUP
Carmem Hara,SBCUP
Cristopher Freitas,SBCUP
Heitor S. Ramos,SBCUP
Raquel S. Cabral,SBCUP
Osvaldo A. Rosso,SBCUP
Andre L. L. Aquino,SBCUP
Tiago C. de S. Xavier,SBCUP
Claudio L. Amorim,SBCUP
Flavia C. Delicato,SBCUP
Uélison Jean L. Santos,SBCUP
Rodrigo da Rosa Righi,SBCUP
Cristiano A. da Costa,SBCUP
Diórgenes Y. L. da Rosa,SBCUP
Roger Machado,SBCUP
Ricardo B. Almeida,SBCUP
Adenauer C. Yamin,SBCUP
Ana Marilza Pernas,SBCUP
César Perdigão Batista,SBCUP
Pedro Victor Silva,SBCUP
Thais Batista,SBCUP
Everton Cavalcante,SBCUP
Renato Dilli,SBCUP
Amanda Argou,SBCUP
Ana Pernas,SBCUP
Renata Reiser,SBCUP
Adenauer C. Yamin,SBCUP
Roger Machado,SBCUP
Ricardo B. Almeida,SBCUP
João Ladislau Lopes,SBCUP
Ana Marilza Pernas,SBCUP
Adenauer C. Yamin,SBCUP
Anderson P. N. Silva,SBCUP
João C. Xavier-Júnior,SBCUP
Tales P. Nogueira,SBCUP
Marcio E. F. Maia,SBCUP
Rossana M. C. Andrade,SBCUP
Eduardo Abreu,SBCUP
Gerson Cavalheiro,SBCUP
Ana Pernas,SBCUP
Adenauer C. Yamin,SBCUP
João Lopes,SBCUP
Cláudio Geyer,SBCUP
Thiago Roberto Lima Lopes,SBCUP
Rodrigo da Rosa Righi,SBCUP
Lucas Pfeiffer Salomão Dias,SBCUP
Cristiano A. da Costa,SBCUP
Pedro H. Barros,SBCUP
Eliana Almeida,SBCUP
Andre L. L. Aquino,SBCUP
Michelle G. Cacais,SBCUP
Leonardo Moreira,SBCUP
Weslley L. Caldas,SBCUP
Danielo G. Gomes,SBCUP
David Coelho dos Santos,SBCUP
João Carlos Xavier Júnior,SBCUP
Willian Almeida Rodrigues,SBCUP
Cecília Costa,SBCUP
Vitor Cortez,SBCUP
Ricardo Andrade,SBCUP
Fernando Trinta,SBCUP
Windson Viana,SBCUP
